event_id,zone_id,season_index,day_of_week,start_hour,risk_tier_index,radius_km,rain_norm_mean,traffic_norm_mean,aqi_norm_mean,outage_active_ratio,event_flag_active_ratio,peak_zdi_first_hour,zdi_rise_rate_first_hour,payout_rate
SYN-SEV-BLR-06-2026-0000774-9658f3,BLR-06,1,6,10,1,2.5,14.9006,22.6295,25.5014,0.065505,0.058264,25.0,3.555367,0.4
SYN-SEV-BLR-03-2026-0001497-ab5a1b,BLR-03,1,1,12,2,2.5,31.153,38.9618,33.6657,0.105325,0.049648,36.1782,5.691239,0.4
SYN-SEV-BLR-02-2024-0001058-d0bfb7,BLR-02,3,6,19,2,2.5,85.0088,48.8072,23.2827,0.052004,0.021427,46.3752,7.24431,0.7
SYN-SEV-BLR-05-2026-0001193-2ac7fb,BLR-05,3,1,14,0,2.5,65.6031,45.4683,7.7812,0.091631,0.016344,36.2512,7.607794,0.4
SYN-SEV-BLR-05-2023-0000299-0454d3,BLR-05,3,2,11,0,2.5,77.0076,40.6302,14.6078,0.068337,0.025092,46.5386,6.840208,0.7
SYN-SEV-BLR-01-2026-0000781-bfe5d9,BLR-01,1,1,13,2,2.5,20.4073,60.8035,30.623,0.470803,0.014653,44.347,12.043079,0.7
SYN-SEV-BLR-01-2026-0000145-fdfacb,BLR-01,3,1,14,2,2.5,78.7528,74.7648,18.0535,0.446422,0.183006,63.9457,15.676911,1.0
SYN-SEV-BLR-01-2024-0000289-16a82f,BLR-01,1,3,19,2,2.5,31.6584,41.7371,30.1402,0.071527,0.119387,25.0,7.404113,0.4
SYN-SEV-BLR-03-2023-0001263-e8d8ab,BLR-03,1,1,16,2,2.5,21.0233,37.7027,26.8134,0.115496,0.028329,25.0,8.586795,0.4
SYN-SEV-BLR-04-2023-0001960-79f483,BLR-04,1,4,7,1,2.5,18.1802,40.9736,30.8992,0.096719,0.033708,25.0,5.850399,0.4
SYN-SEV-BLR-01-2025-0002827-b1677c,BLR-01,4,2,3,2,2.5,49.3538,72.8479,27.2393,0.457891,0.147665,50.224,14.304735,0.7
SYN-SEV-BLR-06-2025-0002004-2719ee,BLR-06,2,0,11,1,2.5,49.2229,35.6207,19.3511,0.106096,0.027532,34.8718,7.041377,0.4
SYN-SEV-BLR-01-2026-0000409-93c101,BLR-01,1,6,22,2,2.5,41.8557,40.0973,27.1253,0.107009,0.037638,36.5251,6.895434,0.4
SYN-SEV-BLR-02-2023-0002534-a90776,BLR-02,1,5,19,2,2.5,27.6405,53.9239,31.6108,0.302205,0.017592,36.8963,11.688818,0.4
SYN-SEV-BLR-04-2022-0001348-ba461b,BLR-04,1,0,11,1,2.5,21.4833,36.3437,25.3785,0.083118,0.011462,25.0,8.28383,0.4
SYN-SEV-BLR-05-2025-0002807-64be57,BLR-05,1,5,6,0,2.5,10.4631,24.1856,20.8117,0.041116,0.039632,25.0,4.598184,0.4
SYN-SEV-BLR-04-2024-0002812-2798e1,BLR-04,1,6,11,1,2.5,28.7407,24.4216,24.9781,0.105591,0.015688,25.0,0.724774,0.4
SYN-SEV-BLR-03-2025-0000153-b5d025,BLR-03,2,4,4,2,2.5,69.5623,41.7778,31.442,0.090079,0.02136,41.8219,6.224052,0.4
SYN-SEV-BLR-01-2026-0000697-911365,BLR-01,1,4,17,2,2.5,25.569,36.4697,30.3463,0.10588,0.036718,25.0,9.717603,0.4
SYN-SEV-BLR-05-2026-0000539-471866,BLR-05,4,4,12,0,2.5,30.9726,46.1182,14.3412,0.096646,0.044502,25.0,5.83817,0.4
SYN-SEV-BLR-01-2026-0002503-bf5e64,BLR-01,1,1,18,2,2.5,35.1361,41.257,29.9875,0.058077,0.027672,28.7212,7.084577,0.4
SYN-SEV-BLR-04-2024-0001240-7444e5,BLR-04,4,5,6,1,2.5,25.1144,25.8143,17.2155,0.034687,0.034373,25.0,2.882608,0.4
SYN-SEV-BLR-01-2026-0000415-afdf6c,BLR-01,1,2,17,2,2.5,29.7884,46.3958,24.5847,0.091102,0.046135,31.3579,6.511695,0.4
SYN-SEV-BLR-05-2024-0002489-345d95,BLR-05,1,5,8,0,2.5,26.7928,31.1677,28.0748,0.030347,0.019373,25.0,7.422949,0.4
SYN-SEV-BLR-05-2026-0002201-5b2a29,BLR-05,3,0,2,0,2.5,70.8608,40.8226,16.3835,0.036476,0.007944,40.5704,7.34659,0.4
SYN-SEV-BLR-01-2022-0002197-78b175,BLR-01,1,6,5,2,2.5,27.9706,45.9598,30.1298,0.287136,0.004613,32.4526,6.634791,0.4
SYN-SEV-BLR-02-2023-0002162-3052ad,BLR-02,1,3,12,2,2.5,19.7842,38.4296,31.3358,0.104694,0.017207,25.0,1.937306,0.4
SYN-SEV-BLR-05-2022-0001493-291343,BLR-05,3,5,13,0,2.5,62.4198,58.8039,13.0899,0.270588,0.043205,51.2932,8.610815,0.7
SYN-SEV-BLR-06-2025-0001794-73f199,BLR-06,1,5,15,1,2.5,21.0674,32.3061,28.5778,0.078793,0.017493,25.0,7.920161,0.4
SYN-SEV-BLR-03-2026-0000771-42b78b,BLR-03,2,0,20,2,2.5,52.2292,34.7442,29.1548,0.061003,0.037666,35.6641,3.94839,0.4
SYN-SEV-BLR-03-2024-0001389-0ad683,BLR-03,3,3,20,2,2.5,86.3065,84.1301,18.7397,0.497218,0.047753,72.1095,15.45597,1.0
SYN-SEV-BLR-05-2023-0001145-35abf3,BLR-05,1,2,14,0,2.5,0.0,18.6167,23.8493,0.040154,0.009602,25.0,4.310757,0.4
SYN-SEV-BLR-04-2024-0000154-64eaa7,BLR-04,4,5,12,1,2.5,34.2309,39.6195,22.2612,0.049277,0.011267,29.691,7.164651,0.4
SYN-SEV-BLR-06-2022-0001968-1a0ae4,BLR-06,1,2,8,1,2.5,8.2599,21.8924,22.8684,0.0694,0.015488,25.0,6.200985,0.4
SYN-SEV-BLR-03-2022-0000117-866765,BLR-03,4,1,13,2,2.5,33.2345,58.8195,20.9181,0.298087,0.022314,46.1681,9.516799,0.7
SYN-SEV-BLR-05-2026-0001061-0aba2f,BLR-05,2,1,4,0,2.5,34.5132,33.7201,19.7139,0.075995,0.004806,25.0,7.525463,0.4
SYN-SEV-BLR-04-2022-0000430-1ddb5c,BLR-04,4,5,10,1,2.5,28.5554,39.2249,21.8619,0.090673,0.002166,25.0,6.428395,0.4
SYN-SEV-BLR-01-2023-0002725-07c77a,BLR-01,2,4,21,2,2.5,41.0577,35.0635,17.7535,0.091054,0.01461,44.2889,7.210453,0.4
SYN-SEV-BLR-05-2026-0002351-a077c7,BLR-05,1,3,19,0,2.5,7.8776,27.2858,31.3336,0.035024,0.025761,25.0,1.08667,0.4
SYN-SEV-BLR-03-2026-0001503-d9183c,BLR-03,4,5,19,2,2.5,41.2579,59.5527,15.3096,0.360395,0.038023,43.0908,12.43989,0.7
SYN-SEV-BLR-05-2026-0002861-bce975,BLR-05,3,1,4,0,2.5,73.1851,65.7294,14.8514,0.299052,0.008706,50.7062,9.574034,0.7
SYN-SEV-BLR-01-2022-0001159-7fe988,BLR-01,3,1,17,2,2.5,64.6135,72.9703,19.1529,0.341525,0.038994,48.4429,14.913428,0.7
SYN-SEV-BLR-05-2024-0001205-c0bf32,BLR-05,3,3,11,0,2.5,70.3753,38.7783,14.9191,0.040749,0.003747,42.5724,6.059517,0.4
SYN-SEV-BLR-01-2025-0002695-063369,BLR-01,2,1,3,2,2.5,55.355,37.6832,14.3916,0.079969,0.028548,42.4836,6.931328,0.7
SYN-SEV-BLR-05-2025-0000551-effcbf,BLR-05,1,3,18,0,2.5,17.6174,34.4359,28.4187,0.0949,0.022229,25.0,7.23883,0.4
SYN-SEV-BLR-03-2024-0002049-dd3893,BLR-03,2,5,13,2,2.5,62.0093,78.5011,25.5281,0.419436,0.006925,50.8426,14.528333,0.7
SYN-SEV-BLR-04-2023-0000526-e3f473,BLR-04,1,5,17,1,2.5,18.2902,35.5344,31.4019,0.063073,0.020465,25.0,4.840256,0.4
SYN-SEV-BLR-02-2025-0000836-eda613,BLR-02,4,6,20,2,2.5,33.6737,27.1385,22.5315,0.101044,0.004791,25.0,6.959113,0.4
SYN-SEV-BLR-03-2022-0001581-6c05f0,BLR-03,3,1,21,2,2.5,91.185,74.0452,22.6085,0.35388,0.178217,70.3422,17.259174,1.0
SYN-SEV-BLR-05-2022-0002669-66966a,BLR-05,3,1,10,0,2.5,72.8776,54.397,15.2476,0.066019,0.024891,47.635,8.89341,0.7
SYN-SEV-BLR-06-2026-0001608-79c9c1,BLR-06,4,3,17,1,2.5,38.8112,31.5969,19.0951,0.050846,0.035916,25.0,3.765029,0.4
SYN-SEV-BLR-04-2026-0002926-ef92aa,BLR-04,3,0,17,1,2.5,79.9272,48.9316,24.442,0.103236,0.014967,41.7185,8.537287,0.4
SYN-SEV-BLR-03-2025-0002061-a355d1,BLR-03,3,3,16,2,2.5,82.7819,66.0614,19.6707,0.29855,0.014045,59.3863,18.895426,0.7
SYN-SEV-BLR-06-2023-0001110-52a31a,BLR-06,4,3,5,1,2.5,41.8244,45.0503,15.7991,0.080708,0.004008,31.507,7.945458,0.4
SYN-SEV-BLR-01-2024-0000025-45f8cd,BLR-01,3,5,12,2,2.5,78.2132,47.7681,18.894,0.109168,0.04881,47.8399,8.49278,0.7
SYN-SEV-BLR-02-2026-0000314-071bca,BLR-02,1,2,4,2,2.5,24.0122,55.2894,26.2839,0.116537,0.043806,25.0,8.840103,0.4
SYN-SEV-BLR-05-2026-0000347-1205ee,BLR-05,4,6,15,0,2.5,40.887,37.0154,15.8658,0.079689,0.038314,25.0,5.721353,0.4
SYN-SEV-BLR-01-2024-0002263-efded8,BLR-01,1,5,18,2,2.5,17.5138,37.1054,26.5091,0.071606,0.135294,25.0,3.754966,0.4
SYN-SEV-BLR-06-2022-0000786-855981,BLR-06,4,4,5,1,2.5,55.3476,34.9215,20.424,0.080467,0.037035,27.6648,6.764163,0.4
SYN-SEV-BLR-06-2022-0000672-877842,BLR-06,1,3,7,1,2.5,16.6763,55.6025,26.4525,0.337573,0.044656,26.6959,11.723522,0.4
SYN-SEV-BLR-05-2024-0001283-9f5e97,BLR-05,4,4,0,0,2.5,10.5268,34.4521,16.1968,0.072292,0.043863,25.0,4.746123,0.4
SYN-SEV-BLR-03-2023-0002781-44685b,BLR-03,3,5,11,2,2.5,72.2043,47.9614,14.0726,0.060055,0.036109,49.8101,5.52956,0.7
SYN-SEV-BLR-06-2026-0000234-3607a2,BLR-06,3,5,17,1,2.5,86.8108,61.2116,20.0116,0.299656,0.01974,61.0804,10.263565,0.7
SYN-SEV-BLR-03-2023-0000681-6db7ad,BLR-03,2,2,14,2,2.5,56.609,64.7366,24.3034,0.405713,0.010945,43.6284,15.256051,0.4
SYN-SEV-BLR-03-2022-0000591-168014,BLR-03,1,4,1,2,2.5,46.6117,47.8691,27.9264,0.045054,0.265014,31.2474,9.563854,0.4
SYN-SEV-BLR-06-2023-0002136-75cbb1,BLR-06,3,1,16,1,2.5,83.8503,68.0895,20.6449,0.485959,0.03916,71.776,16.658487,1.0
SYN-SEV-BLR-05-2024-0002975-7b0889,BLR-05,3,5,20,0,2.5,64.3535,41.6413,6.697,0.091921,0.037664,46.8308,4.954662,0.7
SYN-SEV-BLR-03-2023-0002385-66cd0c,BLR-03,1,0,14,2,2.5,22.1224,38.217,30.7855,0.105848,0.005512,31.5227,7.339105,0.4
SYN-SEV-BLR-06-2022-0002100-8d99bb,BLR-06,1,6,17,1,2.5,20.2286,37.8963,29.6512,0.031559,0.04785,25.0,4.012736,0.4
SYN-SEV-BLR-03-2026-0001623-494e85,BLR-03,3,3,7,2,2.5,90.1577,48.5778,21.5846,0.07944,0.014764,39.6367,7.467624,0.4
SYN-SEV-BLR-01-2023-0000997-9323e0,BLR-01,1,1,17,2,2.5,29.0716,37.7015,33.1004,0.07812,0.097678,25.0,5.023949,0.4
SYN-SEV-BLR-06-2024-0001950-bf77d6,BLR-06,3,5,4,1,2.5,71.7882,45.7469,17.7459,0.108517,0.020438,43.3436,5.229325,0.4
SYN-SEV-BLR-02-2024-0001556-cef98a,BLR-02,1,0,15,2,2.5,30.7562,53.7856,33.2033,0.24704,0.041308,27.7083,10.436123,0.4
SYN-SEV-BLR-04-2024-0000400-453a6c,BLR-04,1,4,20,1,2.5,24.3622,37.0748,31.3284,0.108296,0.005485,25.0,4.04822,0.4
SYN-SEV-BLR-01-2022-0000745-3cbd66,BLR-01,3,4,18,2,2.5,64.9034,59.5672,13.7775,0.301052,0.049309,44.4466,9.410399,0.7
SYN-SEV-BLR-04-2026-0002770-99c3ab,BLR-04,3,1,19,1,2.5,79.9186,46.202,13.9631,0.09065,0.039791,54.5443,7.413425,0.7
SYN-SEV-BLR-05-2022-0001409-f2c766,BLR-05,3,2,10,0,2.5,81.7105,72.9685,10.5895,0.280435,0.023759,61.2173,12.680425,0.7
SYN-SEV-BLR-04-2022-0000928-1c3ed8,BLR-04,4,6,11,1,2.5,54.0912,55.4059,20.2307,0.072382,0.036519,44.4324,6.911349,0.4
SYN-SEV-BLR-04-2022-0002698-f7085e,BLR-04,3,5,14,1,2.5,83.7514,50.228,21.7938,0.063166,0.002188,53.0451,8.796134,0.7
SYN-SEV-BLR-03-2024-0001641-7ac537,BLR-03,4,0,7,2,2.5,40.2611,39.4908,24.0427,0.074746,0.039075,34.3129,7.873957,0.4
SYN-SEV-BLR-02-2024-0002912-0d781e,BLR-02,1,3,12,2,2.5,27.7112,37.5981,32.8977,0.041926,0.035825,25.0,4.534343,0.4
SYN-SEV-BLR-05-2024-0001253-47bfeb,BLR-05,4,1,10,0,2.5,15.5445,36.0376,20.4337,0.087641,0.003835,28.1098,6.868567,0.4
SYN-SEV-BLR-01-2024-0002845-37e792,BLR-01,2,6,19,2,2.5,41.2836,29.7238,23.329,0.067141,0.01839,27.7507,8.260398,0.4
SYN-SEV-BLR-02-2023-0001808-ba0880,BLR-02,1,0,19,2,2.5,51.3296,54.8531,34.5273,0.11575,0.033717,39.3553,6.375634,0.4
SYN-SEV-BLR-01-2022-0001591-7ff1cc,BLR-01,3,2,18,2,2.5,72.0078,38.3842,16.3527,0.062696,0.003685,50.3118,10.625349,0.7
SYN-SEV-BLR-02-2026-0001604-a767ad,BLR-02,4,6,15,2,2.5,39.9116,28.2523,21.7745,0.05547,0.022981,25.0,6.781615,0.4
SYN-SEV-BLR-03-2023-0001341-e678a9,BLR-03,3,4,5,2,2.5,80.5928,52.0828,15.4294,0.112592,0.027561,49.2494,4.094936,0.7
SYN-SEV-BLR-02-2025-0000308-07c4b5,BLR-02,1,0,14,2,2.5,24.7177,35.1225,30.8578,0.078701,0.049425,25.0,8.208629,0.4
SYN-SEV-BLR-03-2022-0001443-346526,BLR-03,3,6,17,2,2.5,76.7518,74.6895,19.9022,0.370687,0.006151,59.9974,13.994932,1.0
SYN-SEV-BLR-01-2025-0000361-55906e,BLR-01,3,1,5,2,2.5,74.7759,58.0536,18.9595,0.054913,0.025033,45.986,7.288226,0.7
SYN-SEV-BLR-03-2026-0001635-47fe00,BLR-03,4,6,9,2,2.5,34.0192,51.978,22.3816,0.260998,0.103085,35.3657,9.21875,0.4
SYN-SEV-BLR-05-2022-0001937-bb9951,BLR-05,2,2,10,0,2.5,44.6137,40.7558,16.4476,0.027438,0.036771,25.0,4.94971,0.4
SYN-SEV-BLR-02-2024-0001826-712001,BLR-02,3,0,11,2,2.5,83.3141,37.844,17.9984,0.044766,0.1347,54.8135,8.078553,0.7
SYN-SEV-BLR-04-2024-0002818-a51380,BLR-04,1,4,14,1,2.5,25.871,22.9612,33.3969,0.043167,0.040077,26.1422,5.952716,0.4
SYN-SEV-BLR-06-2026-0002574-497d6c,BLR-06,4,0,8,1,2.5,32.3609,53.5548,18.0778,0.430808,0.017515,40.8559,12.726226,0.4
SYN-SEV-BLR-02-2026-0001106-bb6274,BLR-02,3,6,20,2,2.5,98.9679,73.4813,14.3069,0.085383,0.047681,54.8866,8.721552,0.7
SYN-SEV-BLR-05-2023-0002999-eae7a6,BLR-05,2,1,14,0,2.5,39.19,43.8902,18.5621,0.053783,0.038812,26.8744,5.306251,0.4
SYN-SEV-BLR-06-2026-0001902-128ae5,BLR-06,3,6,13,1,2.5,60.2595,45.5546,12.0076,0.098695,0.030664,29.1609,9.09683,0.4
SYN-SEV-BLR-06-2026-0002274-68177d,BLR-06,2,5,22,1,2.5,63.599,57.0921,23.5962,0.094669,0.250473,57.7767,12.776259,0.7
SYN-SEV-BLR-04-2025-0000682-e6cccd,BLR-04,3,0,16,1,2.5,68.7127,66.2069,18.4567,0.321443,0.021211,55.7022,12.608094,0.7
SYN-SEV-BLR-06-2024-0002760-96e505,BLR-06,1,4,16,1,2.5,15.6404,38.8487,25.3151,0.070796,0.201858,26.8991,7.519448,0.4
SYN-SEV-BLR-01-2026-0001657-abcd6c,BLR-01,2,6,4,2,2.5,50.5828,49.604,19.4361,0.074661,0.003311,28.7315,9.881048,0.4
SYN-SEV-BLR-04-2025-0000064-a831f3,BLR-04,1,6,13,1,2.5,8.6698,23.8076,27.6691,0.065224,0.026298,25.0,4.235153,0.4
SYN-SEV-BLR-01-2023-0002485-d2c3ae,BLR-01,3,2,11,2,2.5,96.8027,45.2553,19.894,0.063732,0.006219,55.3155,11.322948,0.7
SYN-SEV-BLR-05-2026-0002771-e2df8e,BLR-05,1,6,16,0,2.5,20.0075,24.9482,25.6106,0.024478,0.019166,25.0,2.554888,0.4
SYN-SEV-BLR-02-2022-0000968-44d39d,BLR-02,1,3,17,2,2.5,38.0429,41.6593,29.0162,0.056818,0.035849,26.4436,7.05455,0.4
SYN-SEV-BLR-01-2023-0002731-f93da2,BLR-01,4,3,20,2,2.5,56.5507,38.8423,19.9956,0.117914,0.037243,32.2889,8.652617,0.4
SYN-SEV-BLR-02-2024-0002354-355df2,BLR-02,3,2,10,2,2.5,80.7608,35.0681,18.2977,0.098968,0.025521,52.0734,8.042282,0.7
SYN-SEV-BLR-03-2022-0002601-734d58,BLR-03,4,3,20,2,2.5,41.0068,39.8234,18.0861,0.099476,0.019463,36.6046,5.817951,0.4
SYN-SEV-BLR-03-2025-0002205-5aae7f,BLR-03,1,2,11,2,2.5,22.8717,32.7714,30.5326,0.106984,0.019845,29.8345,7.53732,0.4
SYN-SEV-BLR-05-2025-0000485-57a114,BLR-05,2,6,16,0,2.5,58.1758,48.1913,23.326,0.031245,0.005597,34.3162,8.083862,0.4
SYN-SEV-BLR-04-2026-0000184-ef7d84,BLR-04,1,3,11,1,2.5,29.0225,46.994,26.5539,0.081621,0.049995,26.4919,5.340187,0.4
SYN-SEV-BLR-06-2024-0002220-2aedcd,BLR-06,3,5,9,1,2.5,73.4862,60.9265,17.8177,0.095036,0.001696,51.9873,5.282632,0.7
SYN-SEV-BLR-02-2024-0001508-8a1c8e,BLR-02,1,2,15,2,2.5,38.7,47.9773,31.6172,0.114521,0.034849,31.221,7.903949,0.4
SYN-SEV-BLR-02-2023-0001940-587842,BLR-02,2,2,2,2,2.5,60.6804,40.3986,21.3344,0.098199,0.034075,39.6794,7.265265,0.4
SYN-SEV-BLR-06-2022-0000864-9b34c7,BLR-06,1,1,10,1,2.5,17.9792,33.2341,26.8511,0.089637,0.049806,25.0,5.250925,0.4
SYN-SEV-BLR-04-2025-0001384-84cd05,BLR-04,4,1,9,1,2.5,30.6676,62.1402,22.2244,0.467147,0.007483,46.2647,13.063484,0.7
SYN-SEV-BLR-01-2023-0002137-14a4e6,BLR-01,1,1,2,2,2.5,40.823,42.8535,29.7871,0.080873,0.032618,36.326,7.855408,0.4
SYN-SEV-BLR-06-2026-0001044-a48311,BLR-06,3,0,13,1,2.5,59.7305,65.1013,13.7483,0.389939,0.018375,46.9764,12.069035,0.7
SYN-SEV-BLR-06-2026-0001116-40fb35,BLR-06,3,4,2,1,2.5,73.1952,50.3284,12.3133,0.272375,0.020509,47.8576,11.584426,0.7
SYN-SEV-BLR-02-2025-0001430-c23a21,BLR-02,3,1,8,2,2.5,79.4852,80.4935,17.2952,0.425281,0.015673,57.8926,15.398473,0.7
SYN-SEV-BLR-04-2025-0000778-abd84b,BLR-04,2,0,1,1,2.5,39.343,36.3169,21.9937,0.101791,0.018736,30.0273,5.721366,0.4
SYN-SEV-BLR-05-2024-0002243-42b5e2,BLR-05,1,1,14,0,2.5,12.4243,38.4479,27.3408,0.081662,0.011544,25.0,5.725066,0.4
SYN-SEV-BLR-02-2023-0000692-baaa3a,BLR-02,3,4,13,2,2.5,90.3894,63.7576,24.2926,0.11201,0.219598,55.2546,10.420299,0.7
SYN-SEV-BLR-03-2026-0002025-448a9e,BLR-03,3,0,9,2,2.5,86.1544,38.9978,15.0095,0.089317,0.03422,50.2194,13.158805,0.7
SYN-SEV-BLR-03-2026-0000909-046b87,BLR-03,4,6,13,2,2.5,64.6079,51.7304,17.7539,0.06731,0.013605,48.0625,8.550547,0.7
SYN-SEV-BLR-03-2023-0000585-6dcb27,BLR-03,3,1,12,2,2.5,72.1144,59.179,21.7948,0.047643,0.262041,59.3667,5.947236,0.7
SYN-SEV-BLR-01-2024-0001699-a493ab,BLR-01,3,0,4,2,2.5,80.1232,39.1129,20.3853,0.046862,0.078726,48.5287,5.809925,0.7
SYN-SEV-BLR-04-2022-0000196-84902c,BLR-04,3,5,7,1,2.5,83.9841,48.6602,19.5667,0.038194,0.015668,55.0779,7.244177,0.7
SYN-SEV-BLR-05-2025-0001571-7a5ca1,BLR-05,1,5,12,0,2.5,12.4467,45.6155,22.9889,0.075488,0.043423,25.0,5.210147,0.4
SYN-SEV-BLR-06-2025-0002592-64ba23,BLR-06,3,6,18,1,2.5,79.8092,54.3542,21.8064,0.099322,0.041522,42.8887,8.030539,0.4
SYN-SEV-BLR-05-2022-0002195-855961,BLR-05,1,4,20,0,2.5,38.0442,73.9457,26.5672,0.439975,0.037051,53.8181,13.056081,0.7
SYN-SEV-BLR-01-2024-0002425-90b288,BLR-01,4,0,13,2,2.5,34.8659,64.6541,26.5761,0.402212,0.021806,44.7606,13.772952,0.7
SYN-SEV-BLR-06-2024-0002916-63820d,BLR-06,3,1,18,1,2.5,73.7836,66.9319,14.2275,0.245113,0.019678,59.9244,10.774413,0.7
SYN-SEV-BLR-06-2023-0002610-e6bbbd,BLR-06,3,0,22,1,2.5,67.1455,57.4011,13.3986,0.099966,0.026537,38.6059,9.704143,0.4
SYN-SEV-BLR-05-2026-0002087-f1a4c8,BLR-05,1,5,20,0,2.5,15.4282,29.6099,26.6079,0.054764,0.000748,25.0,6.85191,0.4
SYN-SEV-BLR-03-2026-0000921-4640ba,BLR-03,1,6,23,2,2.5,36.3295,38.3731,31.034,0.057518,0.043757,25.3,4.539622,0.4
SYN-SEV-BLR-01-2022-0001303-30316f,BLR-01,2,2,0,2,2.5,53.0082,33.0448,25.4576,0.080835,0.012149,32.8155,5.825464,0.4
SYN-SEV-BLR-02-2022-0000278-d866c2,BLR-02,3,2,12,2,2.5,85.2453,36.8182,22.4442,0.044304,0.037183,40.9923,6.332095,0.4
SYN-SEV-BLR-05-2022-0002627-6956f8,BLR-05,1,6,9,0,2.5,3.2911,33.9699,24.9624,0.050841,0.014072,25.0,4.937125,0.4
SYN-SEV-BLR-02-2026-0000758-3ee549,BLR-02,3,4,19,2,2.5,72.7829,43.8596,21.2907,0.089478,0.027935,46.9219,7.391031,0.7
SYN-SEV-BLR-05-2026-0000173-8a3e90,BLR-05,1,1,10,0,2.5,23.6991,36.1862,24.8181,0.097166,0.048436,25.0,5.014405,0.4
SYN-SEV-BLR-05-2026-0000131-76fd88,BLR-05,3,4,13,0,2.5,60.5727,55.4138,11.7237,0.299372,0.00548,55.8501,13.206008,0.7
SYN-SEV-BLR-02-2025-0002864-99b5f7,BLR-02,3,6,19,2,2.5,82.8493,70.2504,17.2435,0.091082,0.234591,60.6424,9.155293,0.7
SYN-SEV-BLR-03-2025-0002961-5b6211,BLR-03,3,2,19,2,2.5,81.5546,55.6657,19.3532,0.070082,0.015841,46.8393,6.449028,0.7
SYN-SEV-BLR-01-2025-0000943-b79181,BLR-01,1,3,18,2,2.5,39.4925,58.5214,33.8024,0.254314,0.007946,40.252,11.183806,0.7
SYN-SEV-BLR-05-2024-0002897-b8eb94,BLR-05,4,5,17,0,2.5,19.9519,31.7365,18.7302,0.076491,0.011187,25.0,3.786562,0.4
SYN-SEV-BLR-01-2025-0001933-0dca8e,BLR-01,2,5,19,2,2.5,47.6042,42.4909,23.9953,0.079371,0.025433,28.2859,2.085445,0.4
SYN-SEV-BLR-02-2022-0002972-d8c2b7,BLR-02,3,3,15,2,2.5,89.3883,60.7474,12.3888,0.08672,0.01338,55.6897,6.125502,0.7
SYN-SEV-BLR-02-2023-0001448-31e59d,BLR-02,2,5,14,2,2.5,47.0358,71.4856,27.7395,0.431439,0.091579,49.592,16.528581,0.7
SYN-SEV-BLR-02-2023-0000416-d19bd6,BLR-02,1,3,18,2,2.5,24.0029,69.4398,23.5168,0.506682,0.013233,39.6578,13.311555,0.4
SYN-SEV-BLR-01-2023-0002191-8955e9,BLR-01,1,3,18,2,2.5,38.3703,55.2861,27.9746,0.110537,0.219292,35.2699,11.30809,0.4
SYN-SEV-BLR-01-2023-0000295-71ed3d,BLR-01,2,1,9,2,2.5,54.0292,50.6688,19.9776,0.35941,0.025521,45.1546,14.399346,0.4
SYN-SEV-BLR-05-2023-0000857-2d1f92,BLR-05,3,5,17,0,2.5,70.6825,52.1628,11.0613,0.035983,0.06281,40.6017,6.166169,0.4
SYN-SEV-BLR-03-2024-0000279-15f114,BLR-03,3,4,17,2,2.5,86.7723,88.7398,18.2584,0.354644,0.291668,68.7306,16.868687,1.0
SYN-SEV-BLR-01-2022-0002917-4c4950,BLR-01,1,1,20,2,2.5,32.3901,41.0095,31.5527,0.067929,0.207473,30.7163,6.906714,0.4
SYN-SEV-BLR-01-2025-0001693-ff8d5e,BLR-01,2,5,19,2,2.5,62.4299,51.6424,25.8578,0.048803,0.019187,42.8424,3.734194,0.4
SYN-SEV-BLR-03-2025-0000273-3ac42b,BLR-03,3,3,18,2,2.5,78.5779,64.6775,16.8603,0.076228,0.006669,41.2809,6.864291,0.7
SYN-SEV-BLR-04-2025-0001888-707c46,BLR-04,2,6,8,1,2.5,32.1322,27.525,20.2843,0.056251,0.012931,25.0,7.837257,0.4
SYN-SEV-BLR-01-2024-0002743-4e5eb5,BLR-01,2,4,6,2,2.5,59.4928,61.2509,22.7058,0.10699,0.048366,43.7464,9.946787,0.4
SYN-SEV-BLR-03-2025-0000753-1b82cd,BLR-03,3,2,15,2,2.5,87.9868,60.2567,15.045,0.092712,0.012961,49.7114,5.536374,0.7
SYN-SEV-BLR-04-2026-0000124-19cd4c,BLR-04,2,3,22,1,2.5,29.8276,40.6358,20.1833,0.053795,0.14157,26.5982,4.967811,0.4
SYN-SEV-BLR-01-2025-0002065-42760f,BLR-01,4,1,1,2,2.5,48.2319,61.5091,25.6196,0.060662,0.031369,34.9642,5.315294,0.4
SYN-SEV-BLR-02-2022-0002258-a5532f,BLR-02,4,3,8,2,2.5,45.2919,39.5807,25.5918,0.113918,0.022364,28.1896,7.889016,0.4
SYN-SEV-BLR-06-2023-0000780-b54641,BLR-06,3,1,23,1,2.5,79.1807,46.9872,13.2205,0.047966,0.025175,44.4415,6.91896,0.4
SYN-SEV-BLR-01-2022-0002431-5adadc,BLR-01,4,6,7,2,2.5,48.2549,76.2828,29.4144,0.418622,0.022853,45.3146,14.782197,0.7
SYN-SEV-BLR-04-2026-0002428-35495f,BLR-04,1,5,17,1,2.5,20.8869,31.6285,27.1318,0.078608,0.025189,27.9152,6.023998,0.4
SYN-SEV-BLR-01-2023-0000949-b4144b,BLR-01,1,4,0,2,2.5,38.3182,49.4195,35.9488,0.10856,0.197225,37.0029,5.668169,0.4
