zone_id,year,week_of_year,season_index,week_of_season,risk_tier_index,radius_km,rain_norm_mean,rain_norm_p95,traffic_norm_mean,outage_active_ratio,event_flag_active_ratio,aqi_norm_mean,recent_4week_disruption_days,prev_4week_zdi_mean,prev_4week_zdi_p95,seasonal_disruption_days
BLR-06,2023,21,2,4,1,2.5,42.092,66.802,44.251,0.02244,0.03313,23.549,0.873,32.499,39.188,0.75
BLR-01,2023,22,2,5,2,2.5,49.522,73.4,40.074,0.04464,0.02085,22.317,1.058,36.651,39.509,1.304
BLR-02,2023,22,2,5,2,2.5,56.632,76.009,42.942,0.03777,0.01013,25.661,1.015,41.308,50.811,1.03
BLR-03,2023,22,2,5,2,2.5,39.433,52.446,31.857,0.02739,0.01104,23.05,1.022,41.816,49.24,0.969
BLR-04,2023,22,2,5,1,2.5,33.243,44.854,30.54,0.02183,0.00631,19.454,1.163,41.538,49.038,0.754
BLR-05,2023,22,2,5,0,2.5,28.263,52.51,25.858,0.01965,0.00503,25.137,0.766,33.084,42.171,0.316
BLR-06,2023,22,2,5,1,2.5,41.217,57.664,43.644,0.03797,0.00539,20.948,0.856,36.779,42.812,1.26
BLR-01,2023,23,2,6,2,2.5,45.15,68.334,41.94,0.04163,0.01101,25.007,1.156,39.01,44.447,1.116
BLR-02,2023,23,2,6,2,2.5,42.519,52.532,41.052,0.03258,0.02552,25.316,0.974,42.502,50.045,0.654
BLR-03,2023,23,2,6,2,2.5,41.407,61.108,29.097,0.03548,0.0155,20.802,1.029,41.496,51.734,0.821
BLR-04,2023,23,2,6,1,2.5,43.613,54.813,39.521,0.0226,0.03341,21.159,1.025,35.657,41.968,0.943
BLR-05,2023,23,2,6,0,2.5,38.535,58.0,28.015,0.02012,0.02805,21.773,0.631,31.544,40.547,1.056
BLR-06,2023,23,2,6,1,2.5,25.418,36.857,32.068,0.02121,0.03204,16.854,0.894,35.937,40.982,0.806
BLR-01,2023,24,2,7,2,2.5,45.105,55.837,33.203,0.03108,0.00282,29.486,1.13,39.153,46.365,1.136
BLR-02,2023,24,2,7,2,2.5,45.723,60.2,42.305,0.02858,0.02501,24.911,0.91,41.508,48.434,1.185
BLR-03,2023,24,2,7,2,2.5,34.42,60.311,36.044,0.02861,0.00667,20.283,0.947,37.112,43.549,1.32
BLR-04,2023,24,2,7,1,2.5,34.87,62.716,37.623,0.02743,0.01299,21.6,0.974,34.388,40.635,0.591
BLR-05,2023,24,2,7,0,2.5,36.297,62.968,43.367,0.03423,0.01016,19.338,0.745,32.474,44.621,0.454
BLR-06,2023,24,2,7,1,2.5,19.1,34.533,28.652,0.02444,0.01201,18.656,0.941,32.324,35.946,0.314
BLR-01,2023,25,2,8,2,2.5,35.781,62.448,32.081,0.02575,0.00619,27.167,1.185,39.644,46.982,1.113
BLR-02,2023,25,2,8,2,2.5,43.986,61.183,35.213,0.03969,0.03672,24.051,0.873,39.643,48.139,1.385
BLR-03,2023,25,2,8,2,2.5,31.377,52.091,29.438,0.03962,0.01202,20.681,1.037,35.703,45.217,0.975
BLR-04,2023,25,2,8,1,2.5,40.55,66.171,30.394,0.02453,0.03479,20.162,0.89,33.283,42.019,0.972
BLR-05,2023,25,2,8,0,2.5,33.413,53.132,34.97,0.02505,0.00598,19.654,0.664,33.373,43.45,0.558
BLR-06,2023,25,2,8,1,2.5,32.121,46.118,30.241,0.02789,0.01159,20.219,0.782,29.193,34.7,0.724
BLR-01,2023,26,2,9,2,2.5,49.095,73.024,40.301,0.0277,0.00522,24.062,1.167,37.132,45.144,0.928
BLR-02,2023,26,2,9,2,2.5,42.594,53.884,32.459,0.03147,0.03107,24.806,1.064,38.984,47.857,0.742
BLR-03,2023,26,2,9,2,2.5,39.537,49.972,42.786,0.04475,0.01219,17.147,1.021,32.808,44.34,0.969
BLR-04,2023,26,2,9,1,2.5,39.663,56.392,33.738,0.04497,0.14706,25.053,0.815,29.784,38.927,0.872
BLR-05,2023,26,2,9,0,2.5,32.992,51.093,34.015,0.05595,0.05972,18.227,0.596,32.185,41.689,0.992
BLR-06,2023,26,2,9,1,2.5,37.634,58.128,33.244,0.02087,0.02654,21.538,0.776,27.602,31.741,0.562
BLR-01,2023,27,3,1,2,2.5,72.563,89.558,48.557,0.10142,0.12754,26.235,1.073,35.721,43.692,1.648
BLR-02,2023,27,3,1,2,2.5,75.719,91.397,43.53,0.03563,0.03467,23.681,0.992,35.12,42.331,1.521
BLR-03,2023,27,3,1,2,2.5,73.121,89.125,52.483,0.06953,0.06987,16.366,1.021,32.213,41.306,1.523
BLR-04,2023,27,3,1,1,2.5,59.329,85.357,31.608,0.02059,0.03259,20.811,0.845,34.963,47.41,1.541
BLR-05,2023,27,3,1,0,2.5,69.015,96.306,44.231,0.02751,0.0245,17.168,0.765,34.959,45.24,1.739
BLR-06,2023,27,3,1,1,2.5,64.416,78.138,46.437,0.03083,0.00554,21.111,0.602,27.198,32.458,1.473
BLR-01,2023,28,3,2,2,2.5,86.071,100.0,59.26,0.04366,0.00581,25.281,1.206,43.755,53.23,1.35
BLR-02,2023,28,3,2,2,2.5,67.912,91.0,52.15,0.0426,0.03062,20.211,1.208,40.117,44.542,1.572
BLR-03,2023,28,3,2,2,2.5,77.383,100.0,41.978,0.02869,0.00427,17.071,1.197,38.204,51.812,1.659
BLR-04,2023,28,3,2,1,2.5,69.022,85.489,49.42,0.02953,0.02753,16.643,0.994,37.157,52.591,1.081
BLR-05,2023,28,3,2,0,2.5,60.741,74.22,40.235,0.03029,0.00129,17.797,0.936,39.237,49.644,1.291
BLR-06,2023,28,3,2,1,2.5,68.108,94.796,40.497,0.03734,0.03943,17.808,0.768,31.44,37.163,1.38
BLR-01,2023,29,3,3,2,2.5,82.447,99.294,47.607,0.03723,0.01252,22.97,1.26,50.228,56.385,1.413
BLR-02,2023,29,3,3,2,2.5,66.478,91.365,41.959,0.04492,0.0017,17.554,1.305,45.05,46.922,1.043
BLR-03,2023,29,3,3,2,2.5,71.7,86.941,41.409,0.03109,0.01592,18.392,1.281,41.57,52.794,1.459
BLR-04,2023,29,3,3,1,2.5,64.695,89.633,45.246,0.0812,0.12311,19.305,1.117,41.917,56.333,1.804
BLR-05,2023,29,3,3,0,2.5,67.464,90.291,47.034,0.02409,0.00808,16.656,1.145,40.746,49.014,1.029
BLR-06,2023,29,3,3,1,2.5,70.108,88.197,43.892,0.03048,0.01452,14.624,1.035,39.012,44.325,1.238
BLR-01,2023,30,3,4,2,2.5,65.494,91.914,47.675,0.03819,0.02262,23.846,1.335,54.726,58.894,1.692
BLR-02,2023,30,3,4,2,2.5,69.25,87.282,49.66,0.02735,0.02506,18.6,1.22,48.825,50.38,1.208
BLR-03,2023,30,3,4,2,2.5,77.621,87.724,38.817,0.02976,0.03531,16.347,1.403,45.404,53.319,1.439
BLR-04,2023,30,3,4,1,2.5,68.251,89.407,48.592,0.03651,0.0223,19.393,1.325,49.202,65.511,1.302
BLR-05,2023,30,3,4,0,2.5,58.297,73.668,29.992,0.01598,0.03682,14.773,1.263,46.008,56.153,0.838
BLR-06,2023,30,3,4,1,2.5,59.267,72.461,34.937,0.03158,0.01821,15.841,1.163,44.644,48.162,1.341
BLR-01,2023,31,3,5,2,2.5,78.771,98.68,45.999,0.02769,0.01171,21.546,1.526,59.192,64.64,1.403
BLR-02,2023,31,3,5,2,2.5,70.8,93.935,42.046,0.04474,0.02516,15.381,1.336,52.878,54.971,1.152
BLR-03,2023,31,3,5,2,2.5,68.943,88.4,39.299,0.03208,0.0398,18.607,1.52,50.416,58.483,1.337
BLR-04,2023,31,3,5,1,2.5,71.507,94.262,47.736,0.02003,0.03917,21.146,1.432,51.201,63.484,1.67
BLR-05,2023,31,3,5,0,2.5,70.203,86.212,41.909,0.02775,0.02242,15.878,1.224,46.914,54.783,1.66
BLR-06,2023,31,3,5,1,2.5,62.696,72.806,40.022,0.02683,0.02743,15.445,1.358,46.25,48.499,1.215
BLR-01,2023,32,3,6,2,2.5,68.295,94.786,48.796,0.03791,0.03189,17.692,1.465,54.272,56.201,1.258
BLR-02,2023,32,3,6,2,2.5,74.315,97.681,38.087,0.03099,0.0334,15.894,1.244,51.875,59.505,1.373
BLR-03,2023,32,3,6,2,2.5,76.845,93.21,33.7,0.03061,0.03878,24.05,1.474,48.824,51.622,1.126
BLR-04,2023,32,3,6,1,2.5,61.797,87.359,44.965,0.03411,0.03006,19.403,1.464,53.495,65.689,1.447
BLR-05,2023,32,3,6,0,2.5,49.945,63.835,40.191,0.01724,0.01209,16.07,1.204,45.878,50.888,0.864
BLR-06,2023,32,3,6,1,2.5,60.977,74.401,46.087,0.08925,0.14287,18.13,1.293,46.141,49.252,1.168
BLR-01,2023,33,3,7,2,2.5,79.475,97.744,50.621,0.03545,0.02855,22.424,1.442,52.944,59.22,1.232
BLR-02,2023,33,3,7,2,2.5,71.196,90.566,42.793,0.03125,0.02636,14.997,1.194,50.544,59.714,1.225
BLR-03,2023,33,3,7,2,2.5,72.123,90.063,46.709,0.02799,0.00471,22.183,1.34,50.469,51.511,1.151
BLR-04,2023,33,3,7,1,2.5,64.903,77.451,44.126,0.02567,0.02817,18.407,1.556,53.399,65.613,1.125
BLR-05,2023,33,3,7,0,2.5,68.631,90.79,44.659,0.01608,0.00424,14.325,1.098,43.011,50.391,1.045
BLR-06,2023,33,3,7,1,2.5,65.402,81.026,34.898,0.03426,0.0327,16.313,1.24,49.866,56.575,1.205
BLR-01,2023,34,3,8,2,2.5,80.429,100.0,51.507,0.03411,0.01873,19.837,1.396,54.037,61.937,1.531
BLR-02,2023,34,3,8,2,2.5,78.342,100.0,39.438,0.03899,0.01568,14.106,1.24,50.497,59.989,1.272
BLR-03,2023,34,3,8,2,2.5,67.483,85.786,45.276,0.06346,0.11595,23.873,1.263,51.486,53.121,1.415
BLR-04,2023,34,3,8,1,2.5,69.95,87.165,36.356,0.03242,0.01654,12.528,1.386,49.785,56.545,1.426
BLR-05,2023,34,3,8,0,2.5,55.161,72.998,33.728,0.02589,0.03149,14.484,1.102,41.657,46.385,1.338
BLR-06,2023,34,3,8,1,2.5,59.992,78.325,41.04,0.03644,0.0222,18.455,1.232,47.693,58.281,1.267
BLR-01,2023,35,3,9,2,2.5,73.783,92.68,37.809,0.02681,0.02641,20.995,1.356,52.927,58.835,1.196
BLR-02,2023,35,3,9,2,2.5,75.061,94.624,50.247,0.08299,0.10761,14.218,1.256,49.949,61.119,1.631
BLR-03,2023,35,3,9,2,2.5,57.34,73.536,44.553,0.02516,0.00357,24.139,1.257,55.105,61.058,1.283
BLR-04,2023,35,3,9,1,2.5,66.11,88.771,40.491,0.02718,0.03283,16.148,1.417,48.185,54.075,1.647
BLR-05,2023,35,3,9,0,2.5,61.553,78.421,44.553,0.02825,0.0218,13.063,1.227,42.693,50.324,1.519
BLR-06,2023,35,3,9,1,2.5,79.736,100.0,57.721,0.02143,0.00537,20.9,1.214,50.366,62.131,1.433
BLR-01,2023,36,3,10,2,2.5,80.414,97.899,48.997,0.04078,0.01824,18.427,1.304,51.358,59.547,1.727
BLR-02,2023,36,3,10,2,2.5,67.653,80.997,43.62,0.03656,0.02418,16.193,1.375,54.197,66.103,1.308
BLR-03,2023,36,3,10,2,2.5,61.869,82.095,50.328,0.02726,0.0282,19.255,1.244,52.328,59.98,1.555
BLR-04,2023,36,3,10,1,2.5,78.369,96.737,43.753,0.0378,0.00313,18.025,1.411,46.026,50.62,0.955
BLR-05,2023,36,3,10,0,2.5,56.836,72.461,36.505,0.07401,0.07303,11.1,1.192,41.836,48.189,1.118
BLR-06,2023,36,3,10,1,2.5,69.479,80.115,38.491,0.03499,0.03691,19.059,1.268,54.094,65.069,1.408
BLR-01,2023,37,3,11,2,2.5,90.329,100.0,51.494,0.03074,0.02497,20.361,1.421,51.606,58.551,1.413
BLR-02,2023,37,3,11,2,2.5,70.708,80.964,51.81,0.02849,0.00446,15.775,1.359,53.452,64.119,1.416
BLR-03,2023,37,3,11,2,2.5,70.896,95.285,36.978,0.03186,0.03448,19.844,1.351,50.724,61.077,1.344
BLR-04,2023,37,3,11,1,2.5,78.284,92.567,43.825,0.03275,0.01761,18.21,1.288,47.426,52.263,1.65
BLR-05,2023,37,3,11,0,2.5,66.711,83.888,43.386,0.02992,0.01205,12.008,1.255,46.825,55.297,1.471
BLR-06,2023,37,3,11,1,2.5,75.423,85.637,51.192,0.02898,0.03709,15.922,1.328,48.628,56.375,1.326
BLR-01,2023,38,3,12,2,2.5,63.249,81.021,32.204,0.04217,0.03672,18.85,1.467,52.579,59.769,1.499
BLR-02,2023,38,3,12,2,2.5,74.446,97.664,34.752,0.0289,0.02355,14.844,1.407,52.927,60.396,1.635
BLR-03,2023,38,3,12,2,2.5,73.457,85.216,42.538,0.03392,0.00416,19.603,1.399,51.202,63.509,1.374
BLR-04,2023,38,3,12,1,2.5,76.126,100.0,40.941,0.03276,0.03802,17.284,1.419,49.971,54.842,1.362
BLR-05,2023,38,3,12,0,2.5,70.269,97.678,38.26,0.02891,0.03584,12.558,1.361,45.8,53.801,1.236
BLR-06,2023,38,3,12,1,2.5,66.955,93.216,46.316,0.02647,0.0308,16.357,1.359,49.08,54.579,1.128
BLR-01,2023,39,3,13,2,2.5,86.921,100.0,50.856,0.03483,0.01762,21.069,1.459,52.024,60.954,1.768
BLR-02,2023,39,3,13,2,2.5,73.494,95.074,40.221,0.03931,0.0365,16.411,1.498,54.28,61.61,1.374
BLR-03,2023,39,3,13,2,2.5,75.711,97.237,42.384,0.03829,0.03732,18.802,1.389,48.073,56.627,1.309
BLR-04,2023,39,3,13,1,2.5,74.479,92.328,41.45,0.03562,0.03376,17.448,1.403,51.88,58.341,1.421
BLR-05,2023,39,3,13,0,2.5,56.284,83.114,39.687,0.02864,0.01436,10.696,1.336,47.982,56.094,1.14
BLR-06,2023,39,3,13,1,2.5,70.384,88.657,41.953,0.03296,0.03066,16.502,1.324,48.716,54.64,1.442
BLR-01,2023,40,3,14,2,2.5,79.738,96.205,40.658,0.03766,0.00339,20.047,1.602,54.862,62.622,1.772
BLR-02,2023,40,3,14,2,2.5,70.841,90.57,42.918,0.03568,0.01231,17.991,1.433,50.276,53.37,1.35
BLR-03,2023,40,3,14,2,2.5,73.417,85.545,46.641,0.08807,0.13234,19.361,1.395,52.471,61.99,1.515
BLR-04,2023,40,3,14,1,2.5,73.503,91.985,51.278,0.06055,0.08084,17.314,1.347,53.244,61.622,1.958
BLR-05,2023,40,3,14,0,2.5,67.835,92.555,47.042,0.02494,0.00425,12.116,1.241,48.024,59.131,1.045
BLR-06,2023,40,3,14,1,2.5,76.981,92.817,42.932,0.03152,0.03903,18.826,1.326,47.82,54.152,1.062
BLR-01,2023,41,3,15,2,2.5,71.442,83.985,45.4,0.03893,0.01661,17.404,1.613,54.163,61.882,1.342
BLR-02,2023,41,3,15,2,2.5,77.745,100.0,38.595,0.03474,0.00063,19.25,1.444,50.445,55.401,1.576
BLR-03,2023,41,3,15,2,2.5,63.584,87.49,45.169,0.02912,0.02769,17.399,1.385,56.937,65.732,1.59
BLR-04,2023,41,3,15,1,2.5,71.675,90.673,43.435,0.03254,0.03801,17.296,1.598,54.944,65.839,1.408
BLR-05,2023,41,3,15,0,2.5,61.357,77.872,39.397,0.02579,0.03045,13.34,1.223,46.61,55.972,1.034
BLR-06,2023,41,3,15,1,2.5,70.634,98.068,34.378,0.02353,0.01898,17.693,1.24,51.006,57.198,1.18
BLR-01,2023,42,3,16,2,2.5,67.517,91.169,50.241,0.03981,0.00173,18.691,1.595,51.319,59.067,1.12
BLR-02,2023,42,3,16,2,2.5,80.582,100.0,39.44,0.02898,0.01304,18.088,1.484,51.788,60.739,1.241
BLR-03,2023,42,3,16,2,2.5,72.068,88.828,32.885,0.03442,0.00883,13.393,1.447,55.202,61.418,1.723
BLR-04,2023,42,3,16,1,2.5,65.531,88.488,43.734,0.03951,0.02528,17.216,1.537,52.861,65.708,1.277
BLR-05,2023,42,3,16,0,2.5,67.962,81.044,37.45,0.03273,0.01374,10.729,1.114,48.216,58.225,0.986
BLR-06,2023,42,3,16,1,2.5,79.584,91.141,42.356,0.02978,0.03428,19.86,1.203,51.665,58.98,1.259
BLR-01,2023,43,3,17,2,2.5,72.608,88.5,40.08,0.04284,0.02318,17.531,1.501,51.314,58.643,1.392
BLR-02,2023,43,3,17,2,2.5,79.554,100.0,46.113,0.03562,0.00134,14.514,1.385,50.807,59.05,1.213
BLR-03,2023,43,3,17,2,2.5,72.115,95.287,42.07,0.02765,0.038,13.956,1.534,54.408,62.391,1.552
BLR-04,2023,43,3,17,1,2.5,64.572,88.023,31.369,0.0291,0.00098,17.408,1.516,52.501,64.815,1.447
BLR-05,2023,43,3,17,0,2.5,55.713,81.2,40.791,0.03287,0.00283,11.454,1.051,45.348,51.9,1.204
BLR-06,2023,43,3,17,1,2.5,57.704,81.882,37.737,0.03762,0.00324,18.642,1.236,52.271,58.554,1.081
BLR-01,2023,44,3,18,2,2.5,77.388,98.533,46.654,0.02851,0.01462,16.977,1.407,49.95,56.928,1.281
BLR-02,2023,44,3,18,2,2.5,73.21,91.823,45.849,0.0366,0.03757,16.888,1.345,50.856,60.159,1.266
BLR-03,2023,44,3,18,2,2.5,72.014,87.002,50.22,0.0319,0.00253,12.732,1.595,53.439,61.448,1.586
BLR-04,2023,44,3,18,1,2.5,63.117,84.294,40.535,0.03891,0.032,18.703,1.522,49.84,58.699,1.5
BLR-05,2023,44,3,18,0,2.5,75.227,90.417,47.253,0.01719,0.03827,11.716,1.067,44.788,50.092,1.331
BLR-06,2023,44,3,18,1,2.5,64.517,91.969,37.244,0.02264,0.02166,16.613,1.145,50.259,58.956,1.112
BLR-01,2023,45,4,1,2,2.5,38.022,65.076,32.734,0.03323,0.02579,16.897,1.284,50.207,56.865,1.245
BLR-02,2023,45,4,1,2,2.5,38.556,54.029,31.605,0.04079,0.00528,19.154,1.324,52.207,61.116,0.976
BLR-03,2023,45,4,1,2,2.5,40.355,58.561,38.159,0.04348,0.00665,15.123,1.613,49.382,57.768,0.921
BLR-04,2023,45,4,1,1,2.5,28.262,42.545,30.091,0.02633,0.00165,20.18,1.408,44.883,53.537,0.998
BLR-05,2023,45,4,1,0,2.5,23.751,40.463,41.25,0.08705,0.07623,11.659,1.139,47.142,49.219,1.226
BLR-06,2023,45,4,1,1,2.5,39.824,67.384,36.052,0.03411,0.01325,15.996,1.158,48.057,56.805,0.761
BLR-01,2023,46,4,2,2,2.5,39.666,65.99,41.368,0.03878,0.01768,17.934,1.26,47.727,54.779,1.233
BLR-02,2023,46,4,2,2,2.5,25.624,43.652,37.542,0.0261,0.0037,18.338,1.174,48.031,52.471,1.189
BLR-03,2023,46,4,2,2,2.5,42.386,60.404,36.61,0.02675,0.02686,15.874,1.446,46.468,58.249,1.253
BLR-04,2023,46,4,2,1,2.5,34.765,47.428,31.539,0.02739,0.03415,18.985,1.305,39.584,47.607,1.305
BLR-05,2023,46,4,2,0,2.5,34.25,52.246,38.551,0.03107,0.0397,12.691,1.187,45.281,51.486,0.858
BLR-06,2023,46,4,2,1,2.5,35.104,46.654,39.49,0.02949,0.00831,21.153,1.053,45.21,57.109,1.05
BLR-01,2023,47,4,3,2,2.5,40.231,66.691,38.809,0.03612,0.01658,18.324,1.288,43.216,51.057,1.113
BLR-02,2023,47,4,3,2,2.5,33.337,58.21,33.644,0.03108,0.03338,17.358,1.161,41.277,45.842,0.911
BLR-03,2023,47,4,3,2,2.5,45.944,64.45,35.379,0.04285,0.02615,15.693,1.328,43.224,53.146,0.905
BLR-04,2023,47,4,3,1,2.5,26.716,37.917,48.572,0.03162,0.02982,15.599,1.312,35.014,40.622,0.619
BLR-05,2023,47,4,3,0,2.5,31.256,51.611,36.611,0.01826,0.03381,15.922,1.155,44.312,52.87,0.741
BLR-06,2023,47,4,3,1,2.5,29.112,55.53,37.888,0.0258,0.01424,16.194,1.001,38.063,51.864,0.777
BLR-01,2023,48,4,4,2,2.5,43.312,63.099,41.943,0.04154,0.0349,18.754,1.218,38.667,47.941,0.749
BLR-02,2023,48,4,4,2,2.5,25.212,35.444,27.981,0.03246,0.02073,16.934,1.086,35.791,40.338,0.649
BLR-03,2023,48,4,4,2,2.5,35.7,61.847,38.778,0.04163,0.02454,15.152,1.166,39.621,47.886,0.853
BLR-04,2023,48,4,4,1,2.5,27.681,52.42,33.243,0.02959,0.03694,16.203,1.105,32.311,37.522,0.408
BLR-05,2023,48,4,4,0,2.5,26.468,49.246,28.081,0.03129,0.00115,17.227,1.039,41.348,50.554,0.857
BLR-06,2023,48,4,4,1,2.5,31.66,54.094,34.382,0.02155,0.03136,17.856,0.925,34.566,45.453,0.849
BLR-01,2023,49,4,5,2,2.5,32.91,45.051,33.462,0.02632,0.01012,18.069,1.085,35.002,43.726,0.327
BLR-02,2023,49,4,5,2,2.5,38.119,54.447,34.299,0.04192,0.00363,23.008,0.931,29.091,33.32,0.985
BLR-03,2023,49,4,5,2,2.5,34.4,54.664,31.172,0.03656,0.00396,18.6,0.983,36.191,42.71,1.009
BLR-04,2023,49,4,5,1,2.5,14.263,26.04,26.73,0.03008,0.00856,16.841,0.833,30.208,34.657,0.407
BLR-05,2023,49,4,5,0,2.5,28.365,45.198,36.246,0.01955,0.00857,21.845,0.92,35.815,48.173,0.789
BLR-06,2023,49,4,5,1,2.5,30.722,50.75,25.363,0.02656,0.00162,19.72,0.859,28.783,40.201,0.617
BLR-01,2023,50,4,6,2,2.5,27.844,43.075,34.907,0.02878,0.03421,22.723,0.856,31.284,39.777,0.83
BLR-02,2023,50,4,6,2,2.5,41.979,53.872,36.624,0.03817,0.01752,23.663,0.933,28.125,34.732,1.09
BLR-03,2023,50,4,6,2,2.5,49.771,60.936,31.566,0.03177,0.03901,14.562,1.005,35.775,40.881,1.304
BLR-04,2023,50,4,6,1,2.5,28.309,48.784,41.228,0.03579,0.01092,16.537,0.685,27.466,30.269,0.82
BLR-05,2023,50,4,6,0,2.5,21.171,44.995,30.851,0.02001,0.00432,17.878,0.811,33.604,42.641,0.711
BLR-06,2023,50,4,6,1,2.5,38.217,65.714,38.56,0.03358,0.01531,21.404,0.823,26.932,34.355,0.976
BLR-01,2023,51,4,7,2,2.5,36.173,49.808,26.274,0.03481,0.02648,22.372,0.755,31.455,36.676,0.626
BLR-02,2023,51,4,7,2,2.5,41.241,67.71,36.935,0.03129,0.01535,21.582,0.909,31.465,36.043,1.014
BLR-03,2023,51,4,7,2,2.5,31.928,50.775,41.956,0.03931,0.00538,15.834,1.018,35.225,41.663,0.556
BLR-04,2023,51,4,7,1,2.5,23.87,49.248,29.265,0.02783,0.02027,12.26,0.564,26.266,30.047,0.56
BLR-05,2023,51,4,7,0,2.5,25.386,36.198,32.642,0.02198,0.03348,17.891,0.774,29.902,38.721,0.549
BLR-06,2023,51,4,7,1,2.5,26.824,43.147,36.034,0.02495,0.02645,19.382,0.805,30.733,37.557,0.691
BLR-01,2023,52,4,8,2,2.5,34.374,50.244,36.217,0.04227,0.01844,18.343,0.633,32.082,36.563,1.19
BLR-02,2023,52,4,8,2,2.5,40.821,57.846,36.251,0.04117,0.0229,24.133,0.934,33.235,39.132,1.179
BLR-03,2023,52,4,8,2,2.5,30.579,47.119,39.714,0.03494,0.01744,19.703,0.93,33.012,39.098,0.587
BLR-04,2023,52,4,8,1,2.5,49.157,66.393,42.866,0.03486,0.00904,17.813,0.549,26.138,31.257,1.087
BLR-05,2023,52,4,8,0,2.5,28.154,41.929,27.329,0.02803,0.03183,16.768,0.727,28.435,36.738,0.83
BLR-06,2023,52,4,8,1,2.5,23.131,41.289,35.248,0.02361,0.03054,22.664,0.783,29.733,37.684,0.487
BLR-01,2024,1,1,1,2,2.5,32.601,51.012,32.44,0.03565,0.03749,18.663,0.743,30.328,34.907,0.958
BLR-02,2024,1,1,1,2,2.5,17.345,30.004,30.636,0.03871,0.00602,24.629,1.067,36.748,42.238,1.007
BLR-03,2024,1,1,1,2,2.5,24.78,49.607,37.102,0.03013,0.02584,20.551,0.864,30.845,38.352,0.86
BLR-04,2024,1,1,1,1,2.5,21.126,41.203,26.672,0.03294,0.01745,21.416,0.719,28.457,32.811,0.788
BLR-05,2024,1,1,1,0,2.5,11.973,37.319,26.246,0.02472,0.03855,22.87,0.72,28.421,34.351,0.744
BLR-06,2024,1,1,1,1,2.5,22.975,39.517,28.028,0.02181,0.0263,26.672,0.693,30.18,38.149,0.739
BLR-01,2024,2,1,2,2,2.5,29.652,54.574,31.966,0.04363,0.03799,21.417,0.901,31.627,35.119,0.995
BLR-02,2024,2,1,2,2,2.5,19.201,36.22,36.719,0.02972,0.02993,24.652,1.073,35.486,40.209,1.151
BLR-03,2024,2,1,2,2,2.5,22.783,41.61,39.64,0.04397,0.01499,21.933,0.827,29.88,37.987,0.294
BLR-04,2024,2,1,2,1,2.5,23.257,46.139,29.123,0.02042,0.03285,25.461,0.814,30.771,37.268,0.433
BLR-05,2024,2,1,2,0,2.5,10.147,24.461,19.927,0.02119,0.02211,25.043,0.709,26.104,33.605,0.358
BLR-06,2024,2,1,2,1,2.5,21.725,48.101,28.473,0.03956,0.01572,26.44,0.723,28.851,37.523,0.585
BLR-01,2024,3,1,3,2,2.5,33.3,54.665,27.878,0.04033,0.03518,22.955,0.942,33.696,39.565,0.581
BLR-02,2024,3,1,3,2,2.5,16.909,42.05,32.48,0.04254,0.0287,27.25,1.088,33.065,40.52,0.499
BLR-03,2024,3,1,3,2,2.5,14.192,37.472,23.938,0.02555,0.01813,26.466,0.574,29.721,36.076,0.285
BLR-04,2024,3,1,3,1,2.5,11.15,26.797,32.648,0.02316,0.00329,20.362,0.717,30.271,39.125,0.16
BLR-05,2024,3,1,3,0,2.5,9.819,25.569,20.677,0.0297,0.01913,24.526,0.62,24.358,30.919,0.131
BLR-06,2024,3,1,3,1,2.5,14.734,40.509,32.255,0.03769,0.03779,27.085,0.625,26.393,34.962,0.539
BLR-01,2024,4,1,4,2,2.5,36.521,50.09,27.12,0.02838,0.02805,22.748,0.931,33.578,40.567,0.923
BLR-02,2024,4,1,4,2,2.5,25.835,48.769,32.777,0.0434,0.01741,24.608,0.959,29.05,34.762,1.035
BLR-03,2024,4,1,4,2,2.5,29.774,44.958,26.377,0.0276,0.01977,28.604,0.506,27.54,33.739,0.705
BLR-04,2024,4,1,4,1,2.5,12.643,25.27,31.568,0.02524,0.01161,18.831,0.617,27.99,37.507,0.741
BLR-05,2024,4,1,4,0,2.5,17.201,33.02,30.544,0.02874,0.02772,23.651,0.516,23.902,31.017,0.422
BLR-06,2024,4,1,4,1,2.5,23.035,37.262,34.285,0.03993,0.03633,31.613,0.588,28.792,39.155,0.524
BLR-01,2024,5,1,5,2,2.5,22.808,38.253,38.886,0.03242,0.01579,26.833,0.864,34.264,41.185,0.626
BLR-02,2024,5,1,5,2,2.5,34.144,46.519,30.37,0.03561,0.01269,26.252,0.923,27.159,35.16,0.828
BLR-03,2024,5,1,5,2,2.5,28.059,54.731,26.853,0.04254,0.01132,25.854,0.536,27.159,33.389,0.97
BLR-04,2024,5,1,5,1,2.5,10.244,33.99,44.387,0.03706,0.00605,19.015,0.53,21.068,28.395,0.613
BLR-05,2024,5,1,5,0,2.5,18.541,41.248,32.088,0.0349,0.01746,24.274,0.414,20.579,28.943,0.905
BLR-06,2024,5,1,5,1,2.5,6.409,32.012,27.804,0.02187,0.00495,30.783,0.597,28.639,36.451,0.705
BLR-01,2024,6,1,6,2,2.5,29.166,49.669,29.411,0.03552,0.03887,25.31,0.781,33.628,40.792,0.999
BLR-02,2024,6,1,6,2,2.5,24.046,46.309,31.504,0.03288,0.02723,22.632,0.878,28.596,37.862,0.641
