event_id,zone_id,season,start_hour,day_of_week,early_rain_mean,early_outage_ratio,early_traffic_mean,early_aqi_mean,peak_zdi_first_hour,zdi_rise_rate_first_hour,event_flags_active_count_first_hour,affected_hours,avg_hours_fraction
SYN-BLR-03-2022-0000327-16bd13,BLR-03,post_monsoon,18,4,28.2586,0.529013,48.1937,22.7558,41.6331,18.393402,2,2.6964,0.269639
SYN-BLR-06-2026-0001098-479f0f,BLR-06,monsoon,9,5,73.2589,0.093056,45.2429,20.8593,50.3554,11.931689,0,6.9707,0.697071
SYN-BLR-05-2022-0001973-b9df20,BLR-05,monsoon,4,0,61.8696,0.462155,56.6398,13.7697,47.6151,18.14612,0,4.7389,0.47389
SYN-BLR-04-2023-0002068-1fefd7,BLR-04,dry,13,1,9.0368,0.307022,41.2503,25.1935,24.737,13.315009,0,1.2689,0.126895
SYN-BLR-04-2025-0000136-e9bd34,BLR-04,monsoon,10,5,84.7005,0.065343,55.8606,17.1601,47.654,6.507685,0,7.3948,0.739476
SYN-BLR-06-2024-0001890-11b7d0,BLR-06,dry,18,3,34.4224,0.062814,37.0444,29.3158,29.4937,6.596042,0,3.1624,0.316237
SYN-BLR-05-2026-0002411-30c15b,BLR-05,dry,18,2,17.9741,0.058679,36.0922,31.9153,24.8993,4.633355,0,1.9364,0.193641
SYN-BLR-03-2024-0000783-23fd90,BLR-03,dry,13,2,36.2638,0.071456,33.5034,30.0126,24.6417,5.924867,0,3.6506,0.365063
SYN-BLR-06-2026-0002634-19dd5c,BLR-06,post_monsoon,19,2,40.3462,0.346159,54.1687,19.8939,37.8701,13.224993,0,2.6292,0.26292
SYN-BLR-03-2022-0000135-3041cc,BLR-03,monsoon,12,3,77.0971,0.097918,44.7421,13.2654,39.2984,10.698447,0,6.7841,0.678411
SYN-BLR-06-2023-0000180-b7919f,BLR-06,post_monsoon,11,2,36.4573,0.091198,32.9851,16.4501,29.5951,9.80076,0,3.5359,0.353592
SYN-BLR-04-2025-0001348-b5d299,BLR-04,pre_monsoon,19,4,40.5028,0.411027,41.2339,21.3816,44.9387,14.13326,0,2.8591,0.28591
SYN-BLR-01-2022-0001489-033997,BLR-01,dry,22,1,24.2478,0.499046,53.8188,32.1058,25.3638,16.236509,0,1.2908,0.129076
SYN-BLR-05-2022-0000311-8c36bf,BLR-05,monsoon,9,1,71.856,0.434402,41.1938,11.7703,84.3336,22.130618,3,6.307,0.6307
SYN-BLR-01-2025-0002491-f8e5f3,BLR-01,monsoon,5,2,63.8036,0.400691,61.9465,19.3115,49.8031,14.326893,0,4.7657,0.476569
SYN-BLR-05-2022-0002369-dc018b,BLR-05,post_monsoon,7,0,38.1545,0.073564,25.4086,14.5836,33.6427,5.912178,0,3.2753,0.327534
SYN-BLR-05-2022-0000443-ecd84e,BLR-05,dry,16,6,22.9602,0.071693,37.9598,29.3125,25.1342,6.395664,0,3.0886,0.308859
SYN-BLR-01-2023-0001825-c27630,BLR-01,post_monsoon,12,1,59.2024,0.094766,44.5057,24.1838,44.3696,4.880674,0,4.5134,0.451341
SYN-BLR-02-2022-0002852-96ad92,BLR-02,dry,17,4,33.4342,0.089175,25.8664,34.8762,22.2708,8.745875,0,2.9293,0.29293
SYN-BLR-05-2022-0002651-c87580,BLR-05,monsoon,17,1,78.5986,0.556169,71.2374,16.4867,70.3649,21.107725,0,5.7571,0.575708
SYN-BLR-06-2022-0002622-4c6db1,BLR-06,monsoon,17,5,72.6966,0.067992,36.7849,18.2653,41.9359,11.553505,0,7.0467,0.704675
SYN-BLR-04-2023-0001210-9e963a,BLR-04,monsoon,5,4,62.4331,0.073817,33.0718,13.0226,26.1955,12.071358,0,5.4186,0.541857
SYN-BLR-03-2023-0001701-223b23,BLR-03,dry,10,3,11.0474,0.092999,45.6031,29.3937,8.2568,5.502613,0,2.3082,0.230818
SYN-BLR-04-2022-0001000-b82b61,BLR-04,dry,7,4,25.3721,0.041521,16.3761,28.2305,16.4878,5.777219,0,2.3519,0.235188
SYN-BLR-03-2022-0002139-8f879c,BLR-03,monsoon,18,6,85.6384,0.104734,25.9087,25.2374,42.3344,11.970452,0,7.1598,0.715981
SYN-BLR-02-2023-0002702-11fb0c,BLR-02,monsoon,10,4,79.9482,0.109192,43.9998,20.7793,73.2795,16.774136,2,7.8226,0.782259
SYN-BLR-01-2026-0000133-d47fa9,BLR-01,pre_monsoon,18,5,45.3866,0.095696,44.1876,26.3965,19.6647,5.297216,0,4.4514,0.44514
SYN-BLR-02-2025-0000902-a35e36,BLR-02,monsoon,5,0,77.3187,0.580079,68.6577,17.7493,68.04,19.449124,0,4.8951,0.489514
SYN-BLR-03-2024-0001461-dddac9,BLR-03,monsoon,9,3,72.1355,0.068153,28.7717,17.0818,43.8592,9.208048,0,6.5797,0.65797
SYN-BLR-04-2024-0001168-91d656,BLR-04,pre_monsoon,9,3,49.8036,0.401639,56.1377,23.7895,43.7428,16.021958,0,3.6277,0.362767
SYN-BLR-02-2025-0000074-a78b51,BLR-02,pre_monsoon,19,5,57.193,0.512953,49.9617,25.6877,54.801,21.113439,0,3.2752,0.327522
SYN-BLR-05-2023-0002675-8b5357,BLR-05,post_monsoon,12,0,25.3546,0.074334,36.2515,14.4591,24.7643,7.198861,0,2.8661,0.28661
SYN-BLR-02-2026-0002114-ca7be7,BLR-02,monsoon,13,4,83.3274,0.0947,50.8995,16.7283,49.806,9.125369,0,7.1752,0.717517
SYN-BLR-04-2026-0001426-30ac63,BLR-04,pre_monsoon,10,2,53.34,0.077325,35.7614,21.5045,26.8376,10.315855,0,4.7095,0.470948
SYN-BLR-02-2022-0002660-d96cd9,BLR-02,dry,17,2,25.2392,0.051596,24.1363,29.5281,18.3776,5.280608,0,2.4385,0.243845
SYN-BLR-03-2025-0001029-c411d9,BLR-03,dry,16,2,26.3311,0.319857,41.4193,29.4536,29.8222,15.503131,0,2.0023,0.200234
SYN-BLR-03-2023-0002457-374533,BLR-03,dry,11,1,34.9894,0.586626,49.0892,30.0703,43.3122,21.080704,0,1.6221,0.162211
SYN-BLR-04-2023-0000916-038fd5,BLR-04,monsoon,12,2,76.7964,0.06907,43.0491,13.6957,40.9661,10.910456,0,7.3118,0.731183
SYN-BLR-04-2022-0002122-02f7a6,BLR-04,dry,16,3,25.5898,0.332101,54.4159,31.9738,31.1912,15.470655,0,2.2562,0.225625
SYN-BLR-04-2026-0001882-45d12e,BLR-04,monsoon,15,0,65.0797,0.111389,43.7243,18.8063,37.2601,11.444622,0,6.2007,0.62007
SYN-BLR-06-2023-0002208-6f1065,BLR-06,dry,10,5,26.6966,0.047344,25.127,26.5573,31.2676,4.446336,0,2.6679,0.266788
SYN-BLR-04-2022-0001102-a70338,BLR-04,post_monsoon,7,6,42.2792,0.089148,52.9877,19.3456,38.6272,6.189838,1,4.6405,0.464048
SYN-BLR-05-2025-0000803-bb6d3a,BLR-05,pre_monsoon,19,5,55.7738,0.348802,49.2417,24.6832,41.4014,16.154985,0,3.9953,0.399534
SYN-BLR-04-2026-0002746-fc554c,BLR-04,dry,14,0,23.8139,0.47305,43.7426,31.0455,35.8244,15.23384,0,1.7389,0.173887
SYN-BLR-02-2026-0001088-17858a,BLR-02,pre_monsoon,5,1,55.9251,0.064144,30.6132,29.537,43.0073,7.117212,0,4.6263,0.462632
SYN-BLR-04-2023-0000826-9d16b8,BLR-04,pre_monsoon,9,5,60.1467,0.098284,46.7423,20.0103,42.5941,12.181516,0,4.6664,0.466644
SYN-BLR-02-2024-0002384-2f12fc,BLR-02,dry,4,4,28.3229,0.468665,56.748,30.4218,42.1886,18.03758,0,1.3616,0.136164
SYN-BLR-06-2022-0000714-e65e1c,BLR-06,dry,11,5,30.4066,0.063807,20.5025,37.6189,24.9693,5.328974,0,3.1963,0.319635
SYN-BLR-05-2023-0002363-583b58,BLR-05,monsoon,21,0,62.7686,0.08728,41.3323,17.9343,39.0902,9.251883,0,5.1624,0.516239
SYN-BLR-06-2025-0000444-790315,BLR-06,post_monsoon,0,6,32.1612,0.079474,28.4155,19.0525,19.9911,10.558359,0,2.5812,0.258123
SYN-BLR-03-2023-0000525-9ae899,BLR-03,post_monsoon,14,5,37.4656,0.561507,58.8823,20.0529,40.1257,19.353057,0,2.8146,0.281465
SYN-BLR-06-2023-0002046-d9f251,BLR-06,monsoon,18,6,83.317,0.342418,64.7671,16.2046,61.093,14.243843,0,7.0758,0.707583
SYN-BLR-02-2025-0001034-262412,BLR-02,dry,5,1,33.705,0.078562,31.1309,28.3732,22.9893,8.80278,0,3.2529,0.325295
SYN-BLR-04-2022-0001042-cc3cb8,BLR-04,post_monsoon,12,3,50.0994,0.276001,47.9921,25.2333,41.8032,12.114458,0,4.3474,0.434739
SYN-BLR-02-2022-0002240-eb2074,BLR-02,post_monsoon,17,0,45.4036,0.080246,24.2903,19.3545,32.5617,7.566016,0,3.8926,0.389263
SYN-BLR-05-2026-0001895-814233,BLR-05,monsoon,21,4,60.7276,0.392588,54.9297,14.3702,56.2988,19.122912,1,5.6645,0.566446
SYN-BLR-05-2024-0001985-e481d5,BLR-05,monsoon,13,2,59.5509,0.050008,40.8565,12.7117,37.6545,6.255459,0,5.502,0.550195
SYN-BLR-01-2022-0000961-d28f79,BLR-01,post_monsoon,20,6,55.2902,0.098284,34.5039,18.2656,26.4631,9.959514,0,5.0268,0.502678
SYN-BLR-01-2025-0002227-538366,BLR-01,dry,11,2,23.2677,0.115984,28.9637,27.3567,24.7907,9.552991,0,2.2853,0.228534
SYN-BLR-01-2023-0002281-3d89b3,BLR-01,monsoon,10,0,82.502,0.094682,31.0536,17.3899,43.5945,7.454136,0,6.8221,0.682211
SYN-BLR-05-2023-0002729-d6452f,BLR-05,pre_monsoon,18,3,42.4015,0.065612,35.2626,18.2072,34.5096,5.341004,0,4.2512,0.425122
SYN-BLR-05-2025-0001109-966370,BLR-05,dry,6,6,12.9918,0.089367,41.5208,22.3806,12.6844,5.164161,0,1.6384,0.163842
SYN-BLR-04-2024-0002866-a1f959,BLR-04,monsoon,20,5,67.7809,0.045383,50.0288,17.4224,34.0312,9.817192,0,6.2759,0.627591
SYN-BLR-01-2023-0002719-d3362e,BLR-01,dry,8,0,40.7456,0.05725,34.8282,32.6458,40.5239,8.971587,0,3.4999,0.349988
SYN-BLR-04-2025-0001372-8ad8c6,BLR-04,dry,20,6,0.7399,0.06345,36.5027,30.7217,12.8767,5.648953,0,1.3655,0.13655
SYN-BLR-02-2025-0001874-ca0642,BLR-02,monsoon,12,4,82.375,0.065598,43.3324,22.065,44.1753,11.016216,0,7.8291,0.782914
SYN-BLR-02-2026-0000038-72203c,BLR-02,post_monsoon,19,1,44.8136,0.372116,41.9956,23.1284,39.8437,10.50859,0,2.6622,0.266217
SYN-BLR-05-2022-0000449-3dc3e3,BLR-05,dry,6,2,20.9038,0.558237,56.0873,29.0826,32.3253,17.621379,0,0.9979,0.099786
SYN-BLR-04-2022-0001048-db4f57,BLR-04,monsoon,18,1,70.0087,0.076277,44.1751,15.4385,59.6709,8.455216,2,7.4979,0.749789
SYN-BLR-04-2022-0001240-261e97,BLR-04,dry,14,6,17.4834,0.103305,34.7995,29.3285,12.1392,8.317348,0,2.3578,0.235784
SYN-BLR-01-2022-0000307-d77d14,BLR-01,post_monsoon,16,5,43.249,0.128422,40.4626,24.2331,34.3712,8.082033,0,3.3681,0.33681
SYN-BLR-05-2023-0000305-68bbe5,BLR-05,dry,15,6,23.1067,0.051418,21.0732,29.4058,14.9475,8.246552,0,2.1534,0.215336
SYN-BLR-04-2022-0000142-8e5b6e,BLR-04,monsoon,13,1,96.047,0.107139,39.1628,20.3801,51.1091,11.310206,0,8.4706,0.847064
SYN-BLR-02-2023-0002648-3d3041,BLR-02,dry,13,2,27.4747,0.566977,53.7353,33.181,39.8861,18.138004,0,1.1503,0.11503
SYN-BLR-02-2023-0001262-372be6,BLR-02,pre_monsoon,22,1,69.6294,0.114223,50.1051,24.9596,55.5987,13.565231,0,5.5999,0.559993
SYN-BLR-04-2022-0000556-14be7d,BLR-04,monsoon,6,5,82.9273,0.071557,49.0121,10.7057,45.7468,6.506753,0,7.337,0.733702
SYN-BLR-03-2024-0000945-df30a9,BLR-03,dry,17,0,25.6578,0.316606,40.593,33.3187,25.3311,14.530573,0,1.4898,0.148977
SYN-BLR-04-2022-0002752-e6a665,BLR-04,monsoon,15,0,75.6335,0.044638,48.4322,16.4997,73.097,14.028982,3,8.7314,0.873141
SYN-BLR-04-2024-0002470-f2fe54,BLR-04,dry,17,5,25.6871,0.06169,30.5983,30.1965,22.1049,7.544771,0,3.1371,0.313706
SYN-BLR-05-2023-0001379-ae148c,BLR-05,dry,23,2,18.5941,0.285668,32.6153,29.249,27.5096,8.610225,0,1.0988,0.109876
SYN-BLR-02-2025-0000794-5bead7,BLR-02,post_monsoon,16,2,32.059,0.058437,24.7183,20.0141,24.3313,8.178289,0,3.1239,0.312386
SYN-BLR-05-2025-0002279-0663c4,BLR-05,post_monsoon,13,2,28.9993,0.4804,37.9641,17.2221,40.1048,18.333179,0,1.886,0.188605
SYN-BLR-04-2026-0002440-b8726d,BLR-04,post_monsoon,11,0,21.6741,0.451134,31.1693,21.7839,32.7187,17.487208,0,1.2007,0.120067
SYN-BLR-03-2025-0002631-259717,BLR-03,monsoon,7,1,93.1507,0.071261,39.7534,18.7145,72.8732,15.356429,2,8.8274,0.882743
SYN-BLR-04-2025-0001576-46dfb6,BLR-04,pre_monsoon,11,5,38.8515,0.103871,35.1175,18.3547,31.9431,8.324778,0,4.3664,0.43664
SYN-BLR-05-2026-0000845-baf982,BLR-05,dry,16,3,18.6784,0.502502,47.7147,27.743,31.5954,17.420123,0,0.8871,0.088706
SYN-BLR-02-2024-0000584-ceb772,BLR-02,monsoon,18,5,82.0645,0.128142,43.4566,24.7319,50.675,9.720138,0,7.2301,0.723009
SYN-BLR-02-2025-0002294-54f1dc,BLR-02,post_monsoon,17,2,51.7724,0.282211,47.4993,25.1094,36.8355,9.430972,0,4.191,0.4191
SYN-BLR-06-2023-0001218-2fa6f0,BLR-06,post_monsoon,15,4,29.6773,0.102879,44.0244,20.8566,29.3844,6.325036,0,3.81,0.381
SYN-BLR-05-2024-0002069-9d52b5,BLR-05,pre_monsoon,13,5,51.4532,0.457675,65.1132,21.875,50.5449,18.123723,0,3.8352,0.383516
SYN-BLR-02-2025-0000416-e52d39,BLR-02,pre_monsoon,17,4,54.1599,0.105449,29.8625,23.3412,79.2457,16.40594,4,6.1865,0.618648
SYN-BLR-02-2025-0001382-696eaa,BLR-02,pre_monsoon,17,1,48.0815,0.103203,41.2488,24.799,39.1433,8.698933,0,4.6162,0.461625
SYN-BLR-01-2026-0000883-f472d6,BLR-01,monsoon,10,0,77.9284,0.076291,37.1217,17.446,44.8011,7.44855,0,6.6646,0.666456
SYN-BLR-06-2022-0001794-a6357e,BLR-06,dry,19,5,24.9089,0.040921,28.866,31.9356,26.4154,4.204756,0,2.8088,0.280876
SYN-BLR-02-2025-0000908-643873,BLR-02,post_monsoon,19,5,45.9805,0.578801,62.9704,23.1901,68.4274,23.451215,2,3.9662,0.396619
SYN-BLR-02-2025-0000962-97aea2,BLR-02,monsoon,13,1,86.3966,0.107478,40.964,21.8953,50.1033,10.227865,0,6.9939,0.699386
SYN-BLR-03-2023-0001395-268e2a,BLR-03,pre_monsoon,2,1,68.266,0.080536,36.5615,20.3687,42.9216,8.519836,0,5.2659,0.526586
SYN-BLR-01-2026-0002671-860cf9,BLR-01,monsoon,18,3,89.1494,0.59002,66.6669,24.7524,70.8145,22.303593,0,6.4434,0.644341
SYN-BLR-01-2022-0001939-b08d4e,BLR-01,post_monsoon,23,4,47.0217,0.079814,35.4252,22.7322,33.1437,11.220821,0,3.9276,0.392764
SYN-BLR-04-2026-0002824-3826b5,BLR-04,post_monsoon,19,1,29.2354,0.062677,32.1356,18.8527,34.6589,7.160811,0,2.9933,0.299327
SYN-BLR-01-2026-0000943-ba8681,BLR-01,monsoon,19,0,87.2822,0.063543,41.3275,19.545,44.0458,11.566482,0,7.0561,0.705608
SYN-BLR-05-2022-0000245-8919c5,BLR-05,monsoon,7,0,66.2134,0.522953,67.1679,14.528,58.9813,18.482317,0,4.7635,0.476348
SYN-BLR-06-2026-0002136-c6a04c,BLR-06,post_monsoon,20,3,26.3763,0.582936,49.1789,17.5161,38.7003,18.195394,0,1.937,0.1937
SYN-BLR-06-2023-0000552-9e5188,BLR-06,monsoon,9,3,65.9429,0.058543,38.0551,14.9149,45.5809,12.693122,1,6.7419,0.674194
SYN-BLR-04-2023-0002944-ac1cba,BLR-04,dry,17,2,14.7441,0.08474,20.5133,28.8114,32.5978,12.946047,1,1.8097,0.180967
SYN-BLR-05-2024-0001181-f49068,BLR-05,monsoon,17,5,65.3804,0.460554,63.2243,17.1733,56.8115,21.13302,0,5.0341,0.503415
SYN-BLR-02-2025-0000680-ada9b5,BLR-02,post_monsoon,18,6,47.942,0.284608,48.2063,25.7131,49.8697,12.143434,0,3.4804,0.348037
SYN-BLR-02-2024-0002768-37ccee,BLR-02,dry,21,2,38.3505,0.112827,37.5683,30.6184,21.1887,9.409252,0,2.8058,0.280585
SYN-BLR-06-2026-0000942-0bd53e,BLR-06,pre_monsoon,19,4,58.064,0.044639,39.7961,31.2029,55.6707,11.548291,2,5.8601,0.586008
SYN-BLR-04-2022-0001660-d635cb,BLR-04,monsoon,22,2,72.5169,0.082945,32.1457,14.1622,40.8244,9.032854,0,6.8296,0.682963
SYN-BLR-04-2022-0001630-bef251,BLR-04,monsoon,15,6,62.8285,0.107858,37.3157,16.0732,70.4463,16.303883,3,6.9811,0.698108
SYN-BLR-02-2026-0002138-c3e9ad,BLR-02,post_monsoon,17,0,53.4159,0.060643,29.2369,20.1436,26.2798,10.15141,0,4.5605,0.456048
SYN-BLR-01-2026-0001237-fa881a,BLR-01,dry,11,6,26.4976,0.089357,23.5561,34.9734,26.3275,7.174997,0,2.6785,0.267846
SYN-BLR-03-2026-0002715-01e636,BLR-03,dry,9,4,47.8745,0.066973,35.9642,32.937,34.9394,12.114444,0,4.4313,0.44313
SYN-BLR-06-2022-0002226-42a32c,BLR-06,pre_monsoon,20,5,48.7378,0.113329,18.7041,22.7383,35.0971,6.324596,0,4.0596,0.405959
SYN-BLR-06-2026-0000816-29da9b,BLR-06,monsoon,10,3,94.504,0.075668,54.5029,19.5973,89.9314,16.236626,4,9.7453,0.97453
SYN-BLR-03-2023-0000885-3a92ca,BLR-03,dry,13,0,25.5492,0.354021,52.3171,27.9853,33.6666,11.41331,0,1.4594,0.145943
SYN-BLR-03-2024-0002577-d8b622,BLR-03,dry,17,0,38.5241,0.077718,34.0959,32.1603,26.7555,5.908702,0,3.4458,0.344577
SYN-BLR-05-2023-0002897-249c4d,BLR-05,post_monsoon,7,6,26.723,0.031962,32.7382,18.6816,19.0742,4.634104,0,2.8886,0.288861
SYN-BLR-06-2022-0002100-94fcaa,BLR-06,post_monsoon,23,6,26.7229,0.065969,38.7486,24.4895,20.0297,9.485648,0,2.7361,0.273606
SYN-BLR-05-2025-0001883-558d25,BLR-05,pre_monsoon,17,1,32.0632,0.55417,51.8847,23.1294,36.1363,17.368326,0,1.5985,0.159848
SYN-BLR-06-2025-0001968-9125f7,BLR-06,post_monsoon,6,1,34.2507,0.038262,36.3742,20.554,14.9832,7.711391,0,3.6491,0.364914
SYN-BLR-01-2026-0002107-697faf,BLR-01,dry,20,5,27.5711,0.083764,31.0882,33.233,28.836,7.361609,0,2.6289,0.262889
SYN-BLR-06-2022-0000774-1606be,BLR-06,monsoon,3,4,77.2893,0.071147,30.372,18.5873,41.1182,11.064608,0,6.3267,0.632668
SYN-BLR-04-2024-0001330-9d8066,BLR-04,post_monsoon,15,3,46.3979,0.068831,32.4512,16.9453,26.5712,6.441462,0,3.7813,0.378134
SYN-BLR-01-2022-0002455-9fc757,BLR-01,post_monsoon,7,6,49.9074,0.480726,66.1793,18.706,52.3749,17.862955,0,3.2136,0.321363
SYN-BLR-02-2023-0000128-4004af,BLR-02,pre_monsoon,17,0,55.8485,0.086345,41.7714,27.5511,43.7088,10.676239,2,5.7677,0.576773
SYN-BLR-01-2026-0001771-d305f3,BLR-01,monsoon,8,0,90.6752,0.304276,47.451,11.6562,60.3195,15.679058,0,6.8878,0.688784
SYN-BLR-04-2025-0002236-c32fc1,BLR-04,dry,8,1,21.3991,0.068973,33.0962,28.4454,17.8695,3.09305,0,2.8173,0.281728
SYN-BLR-02-2026-0002594-782286,BLR-02,monsoon,13,2,86.051,0.097352,44.6149,24.8466,66.4446,11.12031,2,8.2299,0.822987
SYN-BLR-04-2026-0000856-4d6ba2,BLR-04,monsoon,2,3,74.9006,0.094905,43.4867,17.0299,41.0501,8.979674,0,6.4853,0.648531
SYN-BLR-05-2024-0001301-1909dc,BLR-05,monsoon,14,4,74.6475,0.037111,35.5712,10.9938,46.2777,8.167293,0,6.8376,0.683758
SYN-BLR-06-2024-0000144-ad6e61,BLR-06,monsoon,18,1,83.5527,0.103159,55.9833,15.2279,53.419,10.365466,0,7.5402,0.754022
SYN-BLR-04-2024-0001750-cc8c88,BLR-04,dry,7,3,17.5892,0.111739,38.3145,24.8293,8.6722,7.859837,0,1.8129,0.181288
SYN-BLR-01-2023-0001453-cab54f,BLR-01,monsoon,18,6,96.8204,0.057385,63.2089,19.8683,78.4107,16.779592,3,9.6111,0.961109
SYN-BLR-02-2022-0002036-f0b76b,BLR-02,monsoon,8,2,74.7043,0.06219,35.6235,24.2413,40.0313,9.531375,0,7.0787,0.707872
SYN-BLR-04-2022-0002818-5c5db4,BLR-04,monsoon,23,2,69.3489,0.098246,26.1581,18.9129,42.4654,8.877447,0,5.6126,0.561257
SYN-BLR-04-2022-0002278-8f276f,BLR-04,dry,17,2,34.5293,0.112593,40.8646,31.2283,32.7503,7.483567,0,3.086,0.308596
SYN-BLR-04-2023-0001954-5fe300,BLR-04,monsoon,20,6,91.2171,0.081481,43.4782,18.9248,52.1257,10.446188,0,6.8922,0.689217
SYN-BLR-02-2025-0000338-39526a,BLR-02,dry,5,2,22.7676,0.098057,26.5304,30.1753,19.8035,5.80035,0,2.3227,0.23227
SYN-BLR-05-2022-0002927-fdedea,BLR-05,dry,7,0,17.3021,0.097508,27.1113,21.0794,14.3007,5.765636,0,1.2911,0.129109
SYN-BLR-06-2022-0001590-69de99,BLR-06,monsoon,7,0,87.5811,0.074965,38.7182,20.2063,50.576,9.112417,0,7.1833,0.718331
SYN-BLR-06-2024-0002760-7a529e,BLR-06,dry,19,6,24.3706,0.049583,26.2396,27.2754,16.9171,1.924937,0,2.2825,0.228255
SYN-BLR-04-2023-0002320-dd3595,BLR-04,dry,18,0,12.0797,0.060634,29.2737,30.1849,25.3293,8.564352,0,1.3372,0.133725
SYN-BLR-02-2025-0000026-b2ed8a,BLR-02,dry,17,0,20.3001,0.118125,47.0389,31.8804,29.7901,6.151476,0,1.9093,0.19093
SYN-BLR-01-2023-0001735-630bb9,BLR-01,monsoon,10,2,83.2448,0.071238,35.2257,21.4324,49.3257,11.79714,0,6.9562,0.695621
SYN-BLR-01-2026-0000451-03475b,BLR-01,monsoon,10,5,92.1347,0.340003,64.9937,11.0667,59.1869,16.612122,0,7.4879,0.748791
SYN-BLR-02-2022-0002888-85f11c,BLR-02,pre_monsoon,7,0,55.2519,0.40773,47.6356,21.6616,44.2504,11.079011,0,4.2508,0.425084
SYN-BLR-02-2023-0000452-3ded8d,BLR-02,monsoon,17,4,76.9765,0.104429,60.9291,18.1312,47.6678,9.147506,0,7.1385,0.713855
SYN-BLR-03-2026-0002439-35d241,BLR-03,post_monsoon,4,3,40.1689,0.060258,39.6448,24.725,27.9603,7.104915,0,3.1565,0.31565
SYN-BLR-01-2024-0000769-2cd378,BLR-01,dry,13,6,40.0511,0.536465,58.1249,29.6033,47.835,21.440993,0,2.2312,0.223119
SYN-BLR-03-2023-0000201-71f742,BLR-03,post_monsoon,7,4,32.994,0.055935,38.0724,27.047,29.1707,8.852543,0,3.2534,0.325344
SYN-BLR-05-2024-0000857-5ff580,BLR-05,monsoon,1,5,76.2336,0.095634,40.3704,15.6598,44.5028,8.093311,0,6.4164,0.641639
SYN-BLR-06-2025-0000048-d4841f,BLR-06,post_monsoon,13,6,39.0012,0.092343,32.1937,19.1304,19.6762,10.458697,0,3.8842,0.388419
SYN-BLR-06-2024-0002508-1faa83,BLR-06,dry,7,0,14.0937,0.052849,38.7185,27.2862,26.2667,6.217166,0,1.8655,0.18655
SYN-BLR-01-2025-0002881-e866aa,BLR-01,dry,17,5,25.7534,0.298402,46.6781,34.7267,37.0663,10.337505,0,1.9871,0.198713
SYN-BLR-04-2025-0001642-d16145,BLR-04,monsoon,3,3,73.403,0.101929,35.2989,19.0035,43.9971,11.166508,0,5.9201,0.592008
SYN-BLR-01-2022-0000637-ba66ba,BLR-01,monsoon,18,6,73.1268,0.049928,46.0923,20.1378,44.3752,9.437394,0,7.1499,0.714989
SYN-BLR-01-2026-0000241-158b92,BLR-01,monsoon,12,5,77.8647,0.10967,44.981,25.342,46.2181,8.621224,0,7.2037,0.720374
SYN-BLR-03-2023-0000381-d1904b,BLR-03,dry,15,5,29.8159,0.09248,41.282,37.2068,21.0267,7.674933,0,2.9645,0.296451
SYN-BLR-06-2026-0001440-e7bcba,BLR-06,pre_monsoon,8,5,45.4576,0.048195,30.6211,23.379,21.9407,6.617672,0,4.1735,0.417347
SYN-BLR-05-2023-0001559-610a30,BLR-05,post_monsoon,20,4,23.7175,0.027116,32.9258,16.4113,16.8797,5.275215,0,3.3341,0.33341
SYN-BLR-03-2022-0000873-a79c64,BLR-03,monsoon,13,1,82.2184,0.084574,48.0343,20.0825,48.9501,6.955042,0,7.048,0.704796
SYN-BLR-02-2023-0002948-5db081,BLR-02,monsoon,17,5,70.8639,0.4265,49.0679,22.0298,57.4942,20.635463,0,5.8823,0.588233
SYN-BLR-03-2024-0001605-a4c38d,BLR-03,dry,11,4,27.1518,0.055333,24.3977,27.8396,14.6348,6.134599,0,2.0703,0.207035
SYN-BLR-06-2026-0001254-96479e,BLR-06,pre_monsoon,18,0,52.1677,0.446688,54.5897,24.9466,47.8194,19.934799,0,4.3704,0.437041
SYN-BLR-06-2022-0002478-0ca1ee,BLR-06,dry,6,4,29.4351,0.076646,33.33,28.9675,21.8688,8.476097,0,2.7372,0.273722
SYN-BLR-02-2025-0000500-c655ea,BLR-02,pre_monsoon,13,6,53.3854,0.115141,33.3739,25.6114,43.6277,7.93523,0,4.1106,0.411062
SYN-BLR-06-2025-0002250-10fbe0,BLR-06,pre_monsoon,9,4,35.1081,0.265976,45.2758,20.9272,37.8013,11.490091,0,2.6797,0.267974
SYN-BLR-06-2022-0000312-ad5e1b,BLR-06,monsoon,11,3,80.2444,0.045527,52.643,12.941,40.3473,10.202683,0,7.1121,0.711211
SYN-BLR-06-2023-0001488-97479f,BLR-06,monsoon,22,3,64.6404,0.115372,31.4335,16.0755,44.5112,11.328021,0,5.5394,0.553941
SYN-BLR-06-2024-0002730-11cc16,BLR-06,dry,19,0,31.471,0.522371,46.8575,25.7409,38.6328,18.121712,0,1.622,0.162204
SYN-BLR-05-2022-0001541-b87698,BLR-05,dry,13,6,5.7687,0.034655,37.1913,22.8583,37.1809,8.758599,2,2.9647,0.296469
SYN-BLR-05-2025-0002573-21a5c9,BLR-05,monsoon,16,3,79.0482,0.414142,62.7525,13.4087,74.7237,19.272172,1,6.34,0.633998
SYN-BLR-02-2024-0000044-afb8c2,BLR-02,post_monsoon,18,2,47.145,0.435461,43.417,22.4015,77.9446,22.495198,4,5.0674,0.506743
SYN-BLR-05-2024-0001259-ff53bd,BLR-05,dry,18,6,18.7004,0.524963,49.3956,22.3332,35.7517,19.102822,0,0.8555,0.085555
